LocationID,BusinessName,Score,URL,Contact,Type,Category,Street,City,State,Zipcode,Country,Address,MapLink,SearchQuery
ABC+Select+Spirits,ABC Select Spirits,4.6,http://www.alabcboard.gov/,1 205-808-9815,State liquor store,Other,1727  Decatur Hwy Suite B,Birmingham,AL,35068,United States,"1727  Decatur Hwy Suite B, Fultondale, AL 35068, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x888904f46931f579:0xd974a12b6cbf6fd1!8m2!3d33.6136796!4d-86.7967164!16s%2Fg%2F1tdm92k8!19sChIJefUxafQEiYgR0W-_bCuhdNk?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,4.5,http://www.alabcboard.gov/,1 205-785-5300,State liquor store,Other,6940  Dr M.L.K. Dr,Birmingham,AL,35064,United States,"6940  Dr M.L.K. Dr, Fairfield, AL 35064, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x8888e1e9d977d717:0x2d2b398b152cb1ac!8m2!3d33.4676661!4d-86.9154945!16s%2Fg%2F1tfpkl7t!19sChIJF9d32enhiIgRrLEsFYs5Ky0?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Red+or+White+Birmingham,Red or White Birmingham,4.9,http://www.redorwhitewine.com/,1 205-538-5213,Wine store,Other,3916  Clairmont Ave,Birmingham,AL,35222,United States,"3916  Clairmont Ave, Birmingham, AL 35222, United States",https://www.google.com/maps/place/Red+or+White+Birmingham/data=!4m7!3m6!1s0x88891bd34b5ef813:0x93c5744fd5d305a3!8m2!3d33.5152687!4d-86.7728697!16s%2Fg%2F11kkx41q4b!19sChIJE_heS9MbiYgRowXT1U90xZM?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Tootie%27s+on+31,Tootie's on 31,4.2,,1 205-841-5571,Liquor store,Retail,925  Decatur Hwy  # 103,Birmingham,AL,35068,United States,"925  Decatur Hwy  # 103, Fultondale, AL 35068, United States",https://www.google.com/maps/place/Tootie%27s+on+31/data=!4m7!3m6!1s0x888904ebe81c54d5:0x2ee430c2bd60fa46!8m2!3d33.6027469!4d-86.7975149!16s%2Fg%2F1tp30479!19sChIJ1VQc6OsEiYgRRvpgvcIw5C4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Elmwood+Package+Store,Elmwood Package Store,4.0,,1 205-923-4925,Liquor store,Retail,345  6th Ave,Birmingham,AL,35211,United States,"345  6th Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Elmwood+Package+Store/data=!4m7!3m6!1s0x88891c1e45fb3dab:0xaded3869a6a729df!8m2!3d33.4896342!4d-86.8389616!16s%2Fg%2F11f3zyj_4g!19sChIJqz37RR4ciYgR3ymnpmk47a0?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Publix+Super+Market+at+Lane+Parke,Publix Super Market at Lane Parke,4.5,https://www.publix.com/?utm_medium=maps&utm_source=google&utm_content=psm_google_override,1 205-802-9189,Grocery store,Other,1000  Jemison Ln,Birmingham,AL,35223,United States,"1000  Jemison Ln, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Publix+Super+Market+at+Lane+Parke/data=!4m7!3m6!1s0x88891b8e9cacd819:0xd655ae813ba83c7d!8m2!3d33.4862625!4d-86.7731348!16s%2Fg%2F11hyg309yb!19sChIJGdisnI4biYgRfTyoO4GuVdY?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Pleasure+Is+All+Wine,Pleasure Is All Wine,4.8,http://piaw.shop/,1 205-490-1993,Wine store,Other,1581  Montgomery Hwy,Birmingham,AL,35216,United States,"1581  Montgomery Hwy, Hoover, AL 35216, United States",https://www.google.com/maps/place/Pleasure+Is+All+Wine/data=!4m7!3m6!1s0x888923bc8333e729:0x9ebce72e04ba573b!8m2!3d33.4020151!4d-86.8056826!16s%2Fm%2F0n9k1g9!19sChIJKeczg7wjiYgRO1e6BC7nvJ4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Terry%27s+Package+Store,Terry's Package Store,4.3,,1 205-699-2867,Liquor store,Retail,1100  Ashville Rd,Birmingham,AL,35094,United States,"1100  Ashville Rd, Leeds, AL 35094, United States",https://www.google.com/maps/place/Terry%27s+Package+Store/data=!4m7!3m6!1s0x88896d733567b393:0xd437db9bd94e487b!8m2!3d33.5473124!4d-86.5461452!16s%2Fg%2F1tf7nb3w!19sChIJk7NnNXNtiYgRe0hO2ZvbN9Q?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Warehouse+Package+Store,Warehouse Package Store,3.8,,1 205-252-6002,Liquor store,Retail,500  Reverend Abraham Woods Jr Blvd,Birmingham,AL,35204,United States,"500  Reverend Abraham Woods Jr Blvd, Birmingham, AL 35204, United States",https://www.google.com/maps/place/Warehouse+Package+Store/data=!4m7!3m6!1s0x88891c73eb6577d5:0x2bdea13b2bcd0949!8m2!3d33.5142716!4d-86.8280331!16s%2Fg%2F1tdmwc_5!19sChIJ1Xdl63MciYgRSQnNKzuh3is?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
280+Wine+%26+Liquor,280 Wine & Liquor,3.0,,1 205-518-5056,Alcohol retail monopoly,Other,5492  US-280  ste a,Birmingham,AL,35242,United States,"5492  US-280  ste a, Birmingham, AL 35242, United States",https://www.google.com/maps/place/280+Wine+%26+Liquor/data=!4m7!3m6!1s0x8889177ad430ef8d:0x964fe16e04d918a0!8m2!3d33.407681!4d-86.6653189!16s%2Fg%2F11wg7rfh8z!19sChIJje8w1HoXiYgRoBjZBG7hT5Y?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Tarrant+Package+Store,Tarrant Package Store,4.5,,1 205-586-5696,Liquor store,Retail,1505  Pinson Valley Pkwy,Birmingham,AL,35217,United States,"1505  Pinson Valley Pkwy, Birmingham, AL 35217, United States",https://www.google.com/maps/place/Tarrant+Package+Store/data=!4m7!3m6!1s0x8889057053fadb95:0xf5f0cdac443b95e8!8m2!3d33.5833825!4d-86.7736333!16s%2Fg%2F11jnm_hffl!19sChIJldv6U3AFiYgR6JU7RKzN8PU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Goldwire+Beverage+Shop,Goldwire Beverage Shop,4.7,,1 205-328-1584,Beer store,Other,613  Goldwire St  D,Birmingham,AL,35211,United States,"613  Goldwire St  D, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Goldwire+Beverage+Shop/data=!4m7!3m6!1s0x88891c1daf312d41:0x9b6ef38ab0a14792!8m2!3d33.4899738!4d-86.8349651!16s%2Fg%2F1tdw47cy!19sChIJQS0xrx0ciYgRkkehsIrzbps?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Beverage+city+Vestavia+Hills,Beverage city Vestavia Hills,1.0,,1 205-824-2640,Liquor store,Retail,3374  Morgan Dr,Birmingham,AL,35216,United States,"3374  Morgan Dr, Vestavia Hills, AL 35216, United States",https://www.google.com/maps/place/Beverage+city+Vestavia+Hills/data=!4m7!3m6!1s0x8889191fe45d2f1f:0xdf42c37227f11c12!8m2!3d33.4262651!4d-86.7735882!16s%2Fg%2F11trglclkg!19sChIJHy9d5B8ZiYgREhzxJ3LDQt8?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Midfield+Spirts,Midfield Spirts,4.0,http://www.facebook.com/midfieldspirits,1 205-637-1286,Liquor store,Retail,390  By Williams Sr Dr,Birmingham,AL,35228,United States,"390  By Williams Sr Dr, Birmingham, AL 35228, United States",https://www.google.com/maps/place/Midfield+Spirts/data=!4m7!3m6!1s0x8888e1dc77bf3d59:0xecb8224ec2607a95!8m2!3d33.4613834!4d-86.9089468!16s%2Fg%2F1v4703b8!19sChIJWT2_d9zhiIgRlXpgwk4iuOw?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Lakeshore+Spirits,Lakeshore Spirits,0.0,https://lakeshorespirits.com/,,Liquor store,Retail,200  Frankfurt Cir suite b,Birmingham,AL,35211,United States,"200  Frankfurt Cir suite b, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Lakeshore+Spirits/data=!4m7!3m6!1s0x88891fac6a2465bb:0x2128201f77a8b8fb!8m2!3d33.4374431!4d-86.8634172!16s%2Fg%2F11ty6fxfgj!19sChIJu2UkaqwfiYgR-7iodx8gKCE?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
JW+Package+Store,JW Package Store,4.5,https://shopjwpackagestore.com/,1 205-569-3069,Liquor store,Retail,1620  Center Point Pkwy,Birmingham,AL,35215,United States,"1620  Center Point Pkwy, Center Point, AL 35215, United States",https://www.google.com/maps/place/JW+Package+Store/data=!4m7!3m6!1s0x88890f36582a4b23:0xdeb075a33dd9aa1a!8m2!3d33.6291199!4d-86.6861446!16s%2Fg%2F11rqw1wvs2!19sChIJI0sqWDYPiYgRGqrZPaN1sN4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Publix+Super+Market+at+Montclair+Place,Publix Super Market at Montclair Place,4.5,https://www.publix.com/?setstorenumber=1059&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,1 205-951-6626,Supermarket,Other,1325  Montclair Rd,Birmingham,AL,35210,United States,"1325  Montclair Rd, Birmingham, AL 35210, United States",https://www.google.com/maps/place/Publix+Super+Market+at+Montclair+Place/data=!4m7!3m6!1s0x8889108f7f2c9f75:0xa5ae47e8128ff214!8m2!3d33.5210487!4d-86.7311451!16s%2Fg%2F1w6_pl9c!19sChIJdZ8sf48QiYgRFPKPEuhHrqU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Lou%27s+Pub+%26+Package+Store,Lou's Pub & Package Store,4.7,http://louspub.com/,1 205-322-7005,Bar,Other,726  29th St,Birmingham,AL,35233,United States,"726  29th St, Birmingham, AL 35233, United States",https://www.google.com/maps/place/Lou%27s+Pub+%26+Package+Store/data=!4m7!3m6!1s0x88891bb670d81f6b:0x195493b9e8863e85!8m2!3d33.5109396!4d-86.7868888!16s%2Fg%2F1v2jdp7p!19sChIJax_YcLYbiYgRhT6G6LmTVBk?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
New+York+Butcher+Shoppe,New York Butcher Shoppe,4.7,https://local.nybutcher.com/birmingham-greystone/,1 205-703-8825,Butcher shop deli,Other,6801  Cahaba Valley Rd  # 112,Birmingham,AL,35242,United States,"6801  Cahaba Valley Rd  # 112, Birmingham, AL 35242, United States",https://www.google.com/maps/place/New+York+Butcher+Shoppe/data=!4m7!3m6!1s0x888917590db59b03:0x1ade01a9a7cd96bd!8m2!3d33.4125098!4d-86.67491!16s%2Fg%2F11fk1drhl2!19sChIJA5u1DVkXiYgRvZbNp6kB3ho?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Everyday+convenience%2Fpackage+store,Everyday convenience/package store,4.7,http://everydaypackage.jimdo.com/,1 205-978-0313,Store,Other,3015  Columbiana Rd,Birmingham,AL,35216,United States,"3015  Columbiana Rd, Vestavia Hills, AL 35216, United States",https://www.google.com/maps/place/Everyday+convenience%2Fpackage+store/data=!4m7!3m6!1s0x888918be969563ff:0x95a1ea5019d22891!8m2!3d33.4152028!4d-86.805275!16s%2Fg%2F11bzq2zvlz!19sChIJ_2OVlr4YiYgRkSjSGVDqoZU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Publix+Super+Market+at+20+Midtown,Publix Super Market at 20 Midtown,4.5,https://www.publix.com/?setstorenumber=1512&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,1 205-250-7170,Supermarket,Other,230  20th St,Birmingham,AL,35233,United States,"230  20th St, Birmingham, AL 35233, United States",https://www.google.com/maps/place/Publix+Super+Market+at+20+Midtown/data=!4m7!3m6!1s0x88891b9547fb98a7:0xc6c0d2f5b1447cb3!8m2!3d33.5100264!4d-86.8031814!16s%2Fg%2F11bzrg6624!19sChIJp5j7R5UbiYgRs3xEsfXSwMY?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Trader+Joe%27s,Trader Joe's,4.7,https://locations.traderjoes.com/al/birmingham/737/?utm_source=gmb&utm_medium=organic&utm_campaign=local,1 205-969-7801,Grocery store,Other,205  Summit Blvd Suite 100,Birmingham,AL,35243,United States,"205  Summit Blvd Suite 100, Birmingham, AL 35243, United States",https://www.google.com/maps/place/Trader+Joe%27s/data=!4m7!3m6!1s0x888917719df269c1:0xffe33c2e258f9c18!8m2!3d33.4464878!4d-86.729596!16s%2Fg%2F11b7q1dx94!19sChIJwWnynXEXiYgRGJyPJS484_8?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Piggly+Wiggly+Crestline,Piggly Wiggly Crestline,4.6,http://www.thepigbham.com/,1 205-802-9078,Grocery store,Other,41  Church St,Birmingham,AL,35213,United States,"41  Church St, Mountain Brook, AL 35213, United States",https://www.google.com/maps/place/Piggly+Wiggly+Crestline/data=!4m7!3m6!1s0x88891a117ddde7b3:0xd1e7e7a3b41f1a18!8m2!3d33.5023465!4d-86.7545256!16s%2Fg%2F11byyr4km5!19sChIJs-fdfREaiYgRGBoftKPn59E?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
T+%26+K+Kwik+Stop,T & K Kwik Stop,3.4,,1 205-322-4920,Convenience store,Retail,1714  Finley Blvd,Birmingham,AL,35204,United States,"1714  Finley Blvd, Birmingham, AL 35204, United States",https://www.google.com/maps/place/T+%26+K+Kwik+Stop/data=!4m7!3m6!1s0x88891c847ce3428f:0xe4cad3325d65ce90!8m2!3d33.5414123!4d-86.8272552!16s%2Fg%2F1tf6119w!19sChIJj0LjfIQciYgRkM5lXTLTyuQ?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Package+Store,Package Store,0.0,,1 205-203-4532,Liquor store,Retail,"200  Suite B, Frankfurt Cir",Birmingham,AL,35211,United States,"200  Suite B, Frankfurt Cir, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Package+Store/data=!4m7!3m6!1s0x88891f1f5bb3b4c3:0x33bb1b16435089b0!8m2!3d33.4374388!4d-86.8633453!16s%2Fg%2F11pcy1ntjk!19sChIJw7SzWx8fiYgRsIlQQxYbuzM?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Acton+Rd+Shell+Convenience+%26+Gas,Acton Rd Shell Convenience & Gas,5.0,,1 205-407-4286,Gas station,Services,2890  Acton Rd,Birmingham,AL,35243,United States,"2890  Acton Rd, Vestavia Hills, AL 35243, United States",https://www.google.com/maps/place/Acton+Rd+Shell+Convenience+%26+Gas/data=!4m7!3m6!1s0x88891786e315a6b1:0x92a33c406969b6e0!8m2!3d33.4328804!4d-86.7388846!16s%2Fg%2F1tx_73mm!19sChIJsaYV44YXiYgR4LZpaUA8o5I?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Choice+Package+Stoe,Choice Package Stoe,3.5,,,Liquor store,Retail,831  20th Street,Birmingham,AL,35218,United States,"831  20th Street, Ensley, Ensley, AL 35218, United States",https://www.google.com/maps/place/Choice+Package+Stoe/data=!4m7!3m6!1s0x88891d4ca7dacfcd:0x7bb9de63743b4a13!8m2!3d33.5103843!4d-86.8937242!16s%2Fg%2F11sz5lt7dv!19sChIJzc_ap0wdiYgRE0o7dGPeuXs?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Top+Shelf+Liquor+Store,Top Shelf Liquor Store,0.0,,1 205-810-9116,Liquor store,Retail,1535  Warrior Rd,Birmingham,AL,35218,United States,"1535  Warrior Rd, Birmingham, AL 35218, United States",https://www.google.com/maps/place/Top+Shelf+Liquor+Store/data=!4m7!3m6!1s0x88891dfb3c2b8d63:0x53a7a7c1e394f75d!8m2!3d33.4929566!4d-86.8901711!16s%2Fg%2F11x6qcqbwm!19sChIJY40rPPsdiYgRXfeU48Gnp1M?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Piggly+Wiggly+Clairmont,Piggly Wiggly Clairmont,4.4,https://thepigbham.com/,1 205-252-0684,Grocery store,Other,3314  Clairmont Ave,Birmingham,AL,35222,United States,"3314  Clairmont Ave, Birmingham, AL 35222, United States",https://www.google.com/maps/place/Piggly+Wiggly+Clairmont/data=!4m7!3m6!1s0x88891a4b149de339:0x61fbd086dbf945f4!8m2!3d33.5132514!4d-86.7803716!16s%2Fg%2F1tcxv_sx!19sChIJOeOdFEsaiYgR9EX524bQ-2E?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Cowboys,Cowboys,3.8,,1 205-981-0994,Convenience store,Retail,5492  US-280,Birmingham,AL,35242,United States,"5492  US-280, Birmingham, AL 35242, United States",https://www.google.com/maps/place/Cowboys/data=!4m7!3m6!1s0x8889160b5841cd57:0x1e8c55b282e78c89!8m2!3d33.4076235!4d-86.6649787!16s%2Fg%2F1thy0ksy!19sChIJV81BWAsWiYgRiYzngrJVjB4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
T+%26+T+Package+Store,T & T Package Store,4.0,,1 205-254-1976,Liquor store,Retail,2908  27th St,Birmingham,AL,35207,United States,"2908  27th St, Birmingham, AL 35207, United States",https://www.google.com/maps/place/T+%26+T+Package+Store/data=!4m7!3m6!1s0x88891b66d858ec29:0x42e4cdf35fa3aa70!8m2!3d33.5515306!4d-86.8163781!16s%2Fg%2F126076w3h!19sChIJKexY2GYbiYgRcKqjX_PN5EI?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-592-0285,State liquor store,Other,7621  Crestwood Blvd,Birmingham,AL,35210,United States,"7621  Crestwood Blvd, Birmingham, AL 35210, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x888910601bd9d5a5:0xc740a61b0daea303!8m2!3d33.5299577!4d-86.7224685!16s%2Fg%2F11b6jgm3hq!19sChIJpdXZG2AQiYgRA6OuDRumQMc?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
H%26M+package+store,H&M package store,3.8,,1 205-988-3730,Liquor store,Retail,2090  Valleydale Terrace  # 1743,Birmingham,AL,35244,United States,"2090  Valleydale Terrace  # 1743, Birmingham, AL 35244, United States",https://www.google.com/maps/place/H%26M+package+store/data=!4m7!3m6!1s0x888923b50b4e29cd:0xd92b0a55ae17fb91!8m2!3d33.345955!4d-86.7976851!16s%2Fg%2F11hd6p0ztw!19sChIJzSlOC7UjiYgRkfsXrlUKK9k?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Whole+Foods+Market,Whole Foods Market,4.4,https://www.wholefoodsmarket.com/stores/birmingham?utm_source=google&utm_medium=organic&utm_campaign=listings,1 205-912-8400,Grocery store,Other,3100  Cahaba Village Pl,Birmingham,AL,35243,United States,"3100  Cahaba Village Pl, Birmingham, AL 35243, United States",https://www.google.com/maps/place/Whole+Foods+Market/data=!4m7!3m6!1s0x888919c323823a13:0xb5b38cfec4b8e60f!8m2!3d33.4599949!4d-86.7525584!16s%2Fg%2F1tdyx3tf!19sChIJEzqCI8MZiYgRD-a4xP6Ms7U?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Minor+Marathon+and+Package+Store,Minor Marathon and Package Store,4.2,https://www.marathonbrand.com/Stations/Station_Locator/,1 205-798-1056,Gas station,Services,1480  Minor Pkwy,Birmingham,AL,35224,United States,"1480  Minor Pkwy, Birmingham, AL 35224, United States",https://www.google.com/maps/place/Minor+Marathon+and+Package+Store/data=!4m7!3m6!1s0x8888e2ec0bbe763b:0xdd2492a97bb22b0e!8m2!3d33.5513206!4d-86.9262989!16s%2Fg%2F11jh96dq4v!19sChIJO3a-C-ziiIgRDiuye6mSJN0?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
La+Farre,La Farre,4.9,https://lafarre.com/,1 205-508-3978,Caterer,Other,418  Main St,Birmingham,AL,35173,United States,"418  Main St, Trussville, AL 35173, United States",https://www.google.com/maps/place/La+Farre/data=!4m7!3m6!1s0x88890d3947f6feb7:0x81c4178297eab58d!8m2!3d33.6179475!4d-86.6151063!16s%2Fg%2F11qwq0_8f4!19sChIJt_72RzkNiYgRjbXql4IXxIE?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Publix+Super+Market+On+Overton,Publix Super Market On Overton,4.6,https://www.publix.com/?setstorenumber=1085&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,1 205-967-2188,Supermarket,Other,3141  Overton Rd,Birmingham,AL,35223,United States,"3141  Overton Rd, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Publix+Super+Market+On+Overton/data=!4m7!3m6!1s0x8889175ce7f3ddd7:0x7351f944ad2fbb68!8m2!3d33.4657591!4d-86.732769!16s%2Fg%2F1vjdqv7r!19sChIJ193z51wXiYgRaLsvrUT5UXM?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-989-3386,State liquor store,Other,3232  Galleria Cir Suite 110,Birmingham,AL,35244,United States,"3232  Galleria Cir Suite 110, Hoover, AL 35244, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88892216e6d7f1a3:0xceb0c0d5403bb7f2!8m2!3d33.374639!4d-86.810619!16s%2Fg%2F1tdzxh93!19sChIJo_HX5hYiiYgR8rc7QNXAsM4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Eighth+Ave+Plaza+Liquor+Store,Eighth Ave Plaza Liquor Store,4.4,,1 205-252-6002,Liquor store,Retail,512  Reverend Abraham Woods Jr Blvd,Birmingham,AL,35204,United States,"512  Reverend Abraham Woods Jr Blvd, Birmingham, AL 35204, United States",https://www.google.com/maps/place/Eighth+Ave+Plaza+Liquor+Store/data=!4m7!3m6!1s0x88891c747385664f:0xf410b9510512bd77!8m2!3d33.5143127!4d-86.8274986!16s%2Fg%2F1260525zn!19sChIJT2aFc3QciYgRd70SBVG5EPQ?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,4.4,http://www.alabcboard.gov/,1 205-815-4694,State liquor store,Other,5712  Chalkville Mountain Rd  # 100,Birmingham,AL,35235,United States,"5712  Chalkville Mountain Rd  # 100, Birmingham, AL 35235, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x88890c6f96ff7dd9:0xb51f746a8324864!8m2!3d33.648043!4d-86.631907!16s%2Fg%2F11g8gsd30l!19sChIJ2X3_lm8MiYgRZEgyqEb3UQs?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
JW+Package+Store,JW Package Store,4.7,https://shopjwpackagestore.com/,1 205-569-3080,Liquor store,Retail,7300  1st Ave STE B,Birmingham,AL,35206,United States,"7300  1st Ave STE B, Birmingham, AL 35206, United States",https://www.google.com/maps/place/JW+Package+Store/data=!4m7!3m6!1s0x888911084425e743:0x522a259701024a45!8m2!3d33.5573524!4d-86.7332487!16s%2Fg%2F11p3hh_kxj!19sChIJQ-clRAgRiYgRRUoCAZclKlI?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
