LocationID,BusinessName,Score,URL,Contact,Type,Category,Street,City,State,Zipcode,Country,Address,MapLink,SearchQuery
J%27S+Food+Market,J'S Food Market,3.9,,1 305-836-3445,Convenience store,Retail,7606 NW 17th Ave,Miami,FL,33147,United States,"7606 NW 17th Ave, Miami, FL 33147, United States",https://www.google.com/maps/place/J%27S+Food+Market/data=!4m7!3m6!1s0x88d9b1048ee7d7bb:0x94985ca78e227da7!8m2!3d25.8437371!4d-80.2256028!16s%2Fg%2F1tmy5vwg!19sChIJu9fnjgSx2YgRp30ijqdcmJQ?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Stellar+News,Stellar News,4.4,,1 305-876-8438,Convenience store,Retail,2100 NW 42nd Ave,Miami,FL,33126,United States,"2100 NW 42nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Stellar+News/data=!4m7!3m6!1s0x88d9b9e24f26af71:0x9760fd46bacbdc4e!8m2!3d25.7935959!4d-80.2752304!16s%2Fg%2F1vfp4fqt!19sChIJca8mT-K52YgRTtzLukb9YJc?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Big+Man+Spot,Big Man Spot,4.2,,,Convenience store,Retail,1657 NW 3rd Ave,Miami,FL,33136,United States,"1657 NW 3rd Ave, Miami, FL 33136, United States",https://www.google.com/maps/place/Big+Man+Spot/data=!4m7!3m6!1s0x88d9b749d7284a95:0x1f0682f191217546!8m2!3d25.7915062!4d-80.1999384!16s%2Fg%2F11fr7b7l3g!19sChIJlUoo10m32YgRRnUhkfGCBh8?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Square+Station+Market,Square Station Market,5.0,,,Convenience store,Retail,1420 NE Miami Pl,Miami,FL,33132,United States,"1420 NE Miami Pl, Miami, FL 33132, United States",https://www.google.com/maps/place/Square+Station+Market/data=!4m7!3m6!1s0x88d9b7005cacaa89:0xd5cff9ff4dac934!8m2!3d25.7885381!4d-80.1934529!16s%2Fg%2F11y5rb8qcx!19sChIJiaqsXAC32YgRNMna9J__XA0?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Square+Food+Market,Square Food Market,3.0,,,Convenience store,Retail,1424 NE Miami Pl STE 102,Miami,FL,33132,United States,"1424 NE Miami Pl STE 102, Miami, FL 33132, United States",https://www.google.com/maps/place/Square+Food+Market/data=!4m7!3m6!1s0x88d9b7000246e95d:0xebda3b5d2451444d!8m2!3d25.7890813!4d-80.1934254!16s%2Fg%2F11yc364jjj!19sChIJXelGAgC32YgRTURRJF072us?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Food+Mart,Food Mart,3.5,,,Convenience store,Retail,1101 NW 42nd Ave,Miami,FL,33126,United States,"1101 NW 42nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Food+Mart/data=!4m7!3m6!1s0x88d9b7685bcd72b7:0xa1feaa9c93bb48dd!8m2!3d25.7827411!4d-80.2636583!16s%2Fg%2F11h6g1p30d!19sChIJt3LNW2i32YgR3Ui7k5yq_qE?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
"Miami+MKT+bodega+-+Wine,+Beer,+Smoke+Shop+and+Convenience+store!","Miami MKT bodega - Wine, Beer, Smoke Shop and Convenience store!",5.0,,1 786-968-6843,Convenience store,Retail,214 NW 8th St,Miami,FL,33136,United States,"214 NW 8th St, Miami, FL 33136, United States","https://www.google.com/maps/place/Miami+MKT+bodega+-+Wine,+Beer,+Smoke+Shop+and+Convenience+store!/data=!4m7!3m6!1s0x88d9b7305d34dd43:0xfaf59d7fce5f7c69!8m2!3d25.7814162!4d-80.1990449!16s%2Fg%2F11v_5b8885!19sChIJQ900XTC32YgRaXxfzn-d9fo?authuser=0&hl=en&rclk=1","convenience store in Miami, FL"
7-Eleven,7-Eleven,3.4,https://www.7-eleven.com/locations/fl/miami/2160-nw-79th-st-38230?utm_source=G&utm_medium=local&utm_campaign=google-local,1 305-202-4306,Convenience store,Retail,2160 NW 79th St,Miami,FL,33147,United States,"2160 NW 79th St, Miami, FL 33147, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b0fdbc06ccd3:0xdeffff427f2c0b0d!8m2!3d25.8460275!4d-80.2331987!16s%2Fg%2F11j4fdfcgl!19sChIJ08wGvP2w2YgRDQssf0L__94?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
7-Eleven,7-Eleven,2.3,https://www.7-eleven.com/locations/fl/miami/690-nw-79th-st-38056?utm_source=G&utm_medium=local&utm_campaign=google-local,,Convenience store,Retail,690 NW 79th St,Miami,FL,33150,United States,"690 NW 79th St, Miami, FL 33150, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b174bcc95837:0xd3ba68186ae11924!8m2!3d25.8467976!4d-80.2086341!16s%2Fg%2F11ckq2qhx4!19sChIJN1jJvHSx2YgRJBnhahhoutM?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Le+Jeune+Market+%26+Smoke+Shop,Le Jeune Market & Smoke Shop,4.6,,1 305-444-4234,Convenience store,Retail,298 NW 42nd Ave,Miami,FL,33126,United States,"298 NW 42nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Le+Jeune+Market+%26+Smoke+Shop/data=!4m7!3m6!1s0x88d9b76fbf17e411:0x59a3aa40d3159954!8m2!3d25.7750409!4d-80.2642154!16s%2Fg%2F1tdbrn_x!19sChIJEeQXv2-32YgRVJkV00Cqo1k?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
On+The+Run+-+Convenience+Store,On The Run - Convenience Store,1.2,https://ontherun.com/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,1 786-502-2816,Convenience store,Retail,3401  Biscayne Blvd,Miami,FL,33137,United States,"3401  Biscayne Blvd, Miami, FL 33137, United States",https://www.google.com/maps/place/On+The+Run+-+Convenience+Store/data=!4m7!3m6!1s0x88d9b155dd6f96c9:0xce40c247ec24caed!8m2!3d25.808896!4d-80.188998!16s%2Fg%2F11tcbxcw65!19sChIJyZZv3VWx2YgR7cok7EfCQM4?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Sunoco,Sunoco,3.9,https://www.sunoco.com/locations/store/980-nw-36th-st-miami-fl-0277796901?utm_source=gmb&utm_medium=organic&utm_content=5907,1 305-384-8978,Gas station,Services,980 NW 36th St,Miami,FL,33127,United States,"980 NW 36th St, Miami, FL 33127, United States",https://www.google.com/maps/place/Sunoco/data=!4m7!3m6!1s0x88d9b135c0e2c68b:0x3ae3d425d1259781!8m2!3d25.8097658!4d-80.2114309!16s%2Fg%2F11bwf7jl8y!19sChIJi8biwDWx2YgRgZcl0SXU4zo?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Tripadvisor,Tripadvisor,0.0,,,Convenience store,Retail,134 SW 13th St,Miami,FL,33130,United States,"134 SW 13th St, Miami, FL 33130, United States",https://www.google.com/maps/place/Tripadvisor/data=!4m7!3m6!1s0x88d9b7360300b543:0xbd20ecbdb29384a5!8m2!3d25.7612018!4d-80.1966584!16s%2Fg%2F11kc296b4v!19sChIJQ7UAAza32YgRpYSTsr3sIL0?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Shop+4+Less,Shop 4 Less,0.0,,,Convenience store,Retail,1123 NW 3rd Ave,Miami,FL,33136,United States,"1123 NW 3rd Ave, Miami, FL 33136, United States",https://www.google.com/maps/place/Shop+4+Less/data=!4m7!3m6!1s0x88d9b700679ad8c9:0xf49a85d7e3dd78a5!8m2!3d25.785157!4d-80.1996954!16s%2Fg%2F11lf73scsw!19sChIJydiaZwC32YgRpXjd49eFmvQ?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Westar,Westar,4.1,,1 305-448-3728,Gas station,Services,1600 SW 27th Ave,Miami,FL,33145,United States,"1600 SW 27th Ave, Miami, FL 33145, United States",https://www.google.com/maps/place/Westar/data=!4m7!3m6!1s0x88d9b7a99f1232b5:0x3dac93930f3767d2!8m2!3d25.7574959!4d-80.2390166!16s%2Fg%2F1pxwkfgc4!19sChIJtTISn6m32YgR0mc3D5OTrD0?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
FLY+BUY+Convenience+Store,FLY BUY Convenience Store,4.6,http://flybuycs.com/,1 305-443-2599,Convenience store,Retail,2859  Bird Ave Suite 1L,Miami,FL,33133,United States,"2859  Bird Ave Suite 1L, Miami, FL 33133, United States",https://www.google.com/maps/place/FLY+BUY+Convenience+Store/data=!4m7!3m6!1s0x88d9b7c9c447aee3:0xeae201bc2aaada8e!8m2!3d25.7357358!4d-80.2396426!16s%2Fg%2F119tl43x7!19sChIJ465HxMm32YgRjtqqKrwB4uo?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Convenience+Store+Pacaya+llc,Convenience Store Pacaya llc,4.5,,1 786-499-8577,Convenience store,Retail,2247 NW 20th St,Miami,FL,33142,United States,"2247 NW 20th St, Miami, FL 33142, United States",https://www.google.com/maps/place/Convenience+Store+Pacaya+llc/data=!4m7!3m6!1s0x88d9b79afe5cfa81:0x1a741ba5ce9e65fa!8m2!3d25.7946833!4d-80.232408!16s%2Fg%2F11h6d2d34j!19sChIJgfpc_pq32YgR-mWezqUbdBo?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
El+Rincon+Market+%26+Smoke+Shop+Little+Havana+%28Miami%29+RAZ+$12.99,El Rincon Market & Smoke Shop Little Havana (Miami) RAZ $12.99,5.0,https://smokeshoplittlehavana.com/,1 305-200-3133,Smoke shop,Retail,3496 NW 7th St,Miami,FL,33125,United States,"3496 NW 7th St, Miami, FL 33125, United States",https://www.google.com/maps/place/El+Rincon+Market+%26+Smoke+Shop+Little+Havana+%28Miami%29+RAZ+$12.99/data=!4m7!3m6!1s0x88d9b733ed192b45:0x12c9ca2921328beb!8m2!3d25.7789608!4d-80.2523548!16s%2Fg%2F11vqzspll9!19sChIJRSsZ7TO32YgR64syISnKyRI?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
PLANTA+BAJA+MARKET+%26+CAFE,PLANTA BAJA MARKET & CAFE,4.4,,1 786-740-6482,Grocery store,Other,41 NE 15th St,Miami,FL,33132,United States,"41 NE 15th St, Miami, FL 33132, United States",https://www.google.com/maps/place/PLANTA+BAJA+MARKET+%26+CAFE/data=!4m7!3m6!1s0x88d9b77429372699:0x72032f6f79ce21e7!8m2!3d25.789637!4d-80.1935255!16s%2Fg%2F11pv4k7ssx!19sChIJmSY3KXS32YgR5yHOeW8vA3I?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Food+Mart,Food Mart,1.0,,,Convenience store,Retail,720 SW 2nd Ave,Miami,FL,33130,United States,"720 SW 2nd Ave, Miami, FL 33130, United States",https://www.google.com/maps/place/Food+Mart/data=!4m7!3m6!1s0x88d9b6856fc76a81:0xc299a9bd3516ba1d!8m2!3d25.7669876!4d-80.1978531!16s%2Fg%2F11syv03y6g!19sChIJgWrHb4W22YgRHboWNb2pmcI?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
